,Area of Responsibility,Year,Drug Type,Count of Event,Sum Qty (kg),Sum Qty (lbs),FY,Month (abbv),Component,Region,Land Filter,Month,Date
15774,BIG BEND SECTOR,2021,Cocaine,4,2.337318903030908,5.1529,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15775,BIG BEND SECTOR,2021,Fentanyl,1,1.2720105959303645,2.8043,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15776,BIG BEND SECTOR,2021,Heroin,1,0.0009979044007584076,0.0022,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15777,BIG BEND SECTOR,2021,Marijuana,40,2356.7379865917937,5195.7117,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15778,BIG BEND SECTOR,2021,Methamphetamine,5,14.155863595540277,31.2083,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15779,BIG BEND SECTOR,2021,Other Drugs**,4,0.0584227667353104,0.1288,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15780,DEL RIO SECTOR,2021,Cocaine,2,0.0009071858188712795,0.002,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15781,DEL RIO SECTOR,2021,Ecstasy,1,0.0004989522003792038,0.0011,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15782,DEL RIO SECTOR,2021,Heroin,1,0.0005896707822663316,0.0013,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15783,DEL RIO SECTOR,2021,Marijuana,9,16.373161814734516,36.0966,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15784,DEL RIO SECTOR,2021,Methamphetamine,5,20.039099708793355,44.1786,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15785,DEL RIO SECTOR,2021,Other Drugs**,2,0.01002440329852764,0.0221,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15786,EL CENTRO SECTOR,2021,Cocaine,2,26.05845905416807,57.449000000000005,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15787,EL CENTRO SECTOR,2021,Fentanyl,1,0.1632934473968303,0.36,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15788,EL CENTRO SECTOR,2021,Heroin,2,52.569150239043466,115.895,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15789,EL CENTRO SECTOR,2021,Marijuana,5,9.3297711170179,20.5686,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15790,EL CENTRO SECTOR,2021,Methamphetamine,11,79.51021037639141,175.2898,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15791,EL PASO SECTOR,2021,Cocaine,8,11.47150075750016,25.2903,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15792,EL PASO SECTOR,2021,Ecstasy,1,0.0003175150366049478,0.0007,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15793,EL PASO SECTOR,2021,Heroin,2,0.016011829703078084,0.0353,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15794,EL PASO SECTOR,2021,Marijuana,33,165.67639774655044,365.2535,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15795,EL PASO SECTOR,2021,Methamphetamine,17,6.841224337981149,15.0823,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15796,EL PASO SECTOR,2021,Other Drugs**,7,0.8998376137384221,1.9838,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15797,LAREDO SECTOR,2021,Cocaine,4,0.1818907566836915,0.4009999999999999,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15798,LAREDO SECTOR,2021,Heroin,1,0.01959521368761964,0.0432,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15799,LAREDO SECTOR,2021,Marijuana,23,915.5761083542743,2018.4974,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15800,LAREDO SECTOR,2021,Methamphetamine,1,0.0015875751830247392,0.0035,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15801,RIO GRANDE VALLEY SECTOR,2021,Cocaine,7,45.67989041195308,100.7068,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15802,RIO GRANDE VALLEY SECTOR,2021,Fentanyl,1,16.499850314339888,36.3759,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15803,RIO GRANDE VALLEY SECTOR,2021,Marijuana,54,1969.659215647141,4342.3501,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15804,RIO GRANDE VALLEY SECTOR,2021,Methamphetamine,5,10.015739673957418,22.0809,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15805,RIO GRANDE VALLEY SECTOR,2021,Other Drugs**,6,0.06286797724777966,0.1386,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15806,SAN DIEGO SECTOR,2021,Cocaine,4,35.78825375801726,78.8995,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15807,SAN DIEGO SECTOR,2021,Fentanyl,5,3.7178289228982777,8.1964,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15808,SAN DIEGO SECTOR,2021,Heroin,3,5.813201368036215,12.8159,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15809,SAN DIEGO SECTOR,2021,Marijuana,8,4.42688535892807,9.7596,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15810,SAN DIEGO SECTOR,2021,Methamphetamine,13,31.37415971913527,69.1681,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15811,TUCSON SECTOR,2021,Cocaine,4,2.003928114595713,4.4179,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15812,TUCSON SECTOR,2021,Fentanyl,12,29.65250247208136,65.3725,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15813,TUCSON SECTOR,2021,Heroin,4,5.866271738440186,12.9329,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15814,TUCSON SECTOR,2021,Marijuana,62,174.91753680906464,385.6267,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15815,TUCSON SECTOR,2021,Methamphetamine,21,255.4946430677396,563.2686,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15816,TUCSON SECTOR,2021,Other Drugs**,7,0.0931679835980804,0.2054,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15817,YUMA SECTOR,2021,Cocaine,1,0.0,0.0,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15818,YUMA SECTOR,2021,Fentanyl,2,0.07974163347878548,0.1758,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15819,YUMA SECTOR,2021,Marijuana,13,13.627518574629644,30.0435,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15820,YUMA SECTOR,2021,Methamphetamine,7,105.79220001632935,233.2316,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15821,YUMA SECTOR,2021,Other Drugs**,1,0.11199208933965946,0.2469,2021.0,MAY,U.S. Border Patrol,Southwest Border,Land Only,5.0,2021-05
15822,ATLANTA FIELD OFFICE,2020,Khat (Catha Edulis),2,187.50022282751678,413.36674125,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15823,ATLANTA FIELD OFFICE,2020,Marijuana,13,0.7757509219117128,1.710235997465,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15824,ATLANTA FIELD OFFICE,2020,Other Drugs**,2,1.906602265829032,4.203333487292,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15825,BALTIMORE FIELD OFFICE,2020,Ecstasy,3,0.056100066669992975,0.1236793289819999,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15826,BALTIMORE FIELD OFFICE,2020,Heroin,1,0.028700034107465234,0.063272669194,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15827,BALTIMORE FIELD OFFICE,2020,Khat (Catha Edulis),1,312.0003707849879,687.84225744,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15828,BALTIMORE FIELD OFFICE,2020,Lsd,1,0.0012000014260961074,0.002645547144,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15829,BALTIMORE FIELD OFFICE,2020,Marijuana,19,2.1267625274701314,4.6887032033112,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15830,BALTIMORE FIELD OFFICE,2020,Other Drugs**,68,9.22858096735646,20.3455141722534,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15831,CHICAGO FIELD OFFICE,2020,Cocaine,39,68.67439161347181,151.4009372388922,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15832,CHICAGO FIELD OFFICE,2020,Ecstasy,19,73.93543786576235,162.999545027617,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15833,CHICAGO FIELD OFFICE,2020,Fentanyl,1,0.34440040928958277,0.759272030328,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15834,CHICAGO FIELD OFFICE,2020,Heroin,1,0.027700032919051813,0.061068046574,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15835,CHICAGO FIELD OFFICE,2020,Ketamine,12,29.049104522304706,64.04223681196339,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15836,CHICAGO FIELD OFFICE,2020,Khat (Catha Edulis),10,563.3606695045859,1241.9961992032,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15837,CHICAGO FIELD OFFICE,2020,Lsd,21,0.023210027583075544,0.0511692910102,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15838,CHICAGO FIELD OFFICE,2020,Marijuana,101,392.36957629671696,865.0258152952681,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15839,CHICAGO FIELD OFFICE,2020,Methamphetamine,29,128.47065267606663,283.22897030271,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15840,CHICAGO FIELD OFFICE,2020,Other Drugs**,512,297.0907830662548,654.9722821635266,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15841,HOUSTON FIELD OFFICE,2020,Cocaine,1,0.01419001686358647,0.0312835949778,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15842,HOUSTON FIELD OFFICE,2020,Khat (Catha Edulis),3,817.7509718250765,1802.830147505,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15843,HOUSTON FIELD OFFICE,2020,Marijuana,179,58.209569176951135,128.32998039889,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15844,HOUSTON FIELD OFFICE,2020,Other Drugs**,65,18.632802143445858,41.0782482614836,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15845,LOS ANGELES FIELD OFFICE,2020,Cocaine,11,23.49069791662754,51.7880624409554,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15846,LOS ANGELES FIELD OFFICE,2020,Ecstasy,10,9.45164123244396,20.8372772938706,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15847,LOS ANGELES FIELD OFFICE,2020,Ketamine,7,13.460815996995402,29.675984163296,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15848,LOS ANGELES FIELD OFFICE,2020,Khat (Catha Edulis),2,16.23001928794985,35.7810251226,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15849,LOS ANGELES FIELD OFFICE,2020,Lsd,5,0.18000021391441612,0.3968320716,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15850,LOS ANGELES FIELD OFFICE,2020,Marijuana,59,69.32654238849562,152.8386818805252,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15851,LOS ANGELES FIELD OFFICE,2020,Methamphetamine,8,49.20605847707088,108.48066063972,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15852,LOS ANGELES FIELD OFFICE,2020,Other Drugs**,221,131.63514643678903,290.20547653747377,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15853,MIAMI FIELD OFFICE,2020,Cocaine,32,125.46014909834803,276.5919539052,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15854,MIAMI FIELD OFFICE,2020,Ecstasy,6,0.383600455875389,0.8456932370320001,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15855,MIAMI FIELD OFFICE,2020,Ketamine,5,10.600012597182282,23.368999772,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15856,MIAMI FIELD OFFICE,2020,Lsd,2,0.0009100010814562147,0.0020062065842,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15857,MIAMI FIELD OFFICE,2020,Marijuana,36,34.50958101160055,76.0805124897948,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15858,MIAMI FIELD OFFICE,2020,Methamphetamine,2,14.01501665561412,30.8977860193,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15859,MIAMI FIELD OFFICE,2020,Other Drugs**,456,336.1379594703882,741.0564682076072,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15860,NEW ORLEANS FIELD OFFICE,2020,Cocaine,28,85.89080207366078,189.356580067634,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15861,NEW ORLEANS FIELD OFFICE,2020,Fentanyl,6,10.121112028051094,22.313205999282,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15862,NEW ORLEANS FIELD OFFICE,2020,Heroin,3,4.000004753653691,8.81849048,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15863,NEW ORLEANS FIELD OFFICE,2020,Ketamine,7,16.07911910861827,35.448347569242,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15864,NEW ORLEANS FIELD OFFICE,2020,Marijuana,17,28.489233856947685,62.807934745704,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15865,NEW ORLEANS FIELD OFFICE,2020,Methamphetamine,25,94.64862248155973,208.6642460952962,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15866,NEW ORLEANS FIELD OFFICE,2020,Other Drugs**,305,264.3812141938103,582.8601124359581,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15867,NEW YORK FIELD OFFICE,2020,Cocaine,44,39.832647337596505,87.815850973412,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15868,NEW YORK FIELD OFFICE,2020,Ecstasy,216,8.440010030209288,18.6070149128,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15869,NEW YORK FIELD OFFICE,2020,Fentanyl,4,0.1310001556821584,0.28880556322,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15870,NEW YORK FIELD OFFICE,2020,Heroin,98,7.057028386657294,15.558065921792402,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15871,NEW YORK FIELD OFFICE,2020,Ketamine,17,36.952043914252805,81.46521505424,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15872,NEW YORK FIELD OFFICE,2020,Khat (Catha Edulis),19,3698.7883956845535,8154.42287289408,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15873,NEW YORK FIELD OFFICE,2020,Lsd,64,0.07100008437735301,0.15652820602,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15874,NEW YORK FIELD OFFICE,2020,Marijuana,7,6.302447489904292,13.8945017851928,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15875,NEW YORK FIELD OFFICE,2020,Methamphetamine,31,3.310503934242636,7.29840318351,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15876,NEW YORK FIELD OFFICE,2020,Other Drugs**,1136,375.6555164335275,828.1776646396834,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15877,PRECLEARANCE FIELD OFFICE,2020,Ecstasy,1,0.0050000059420671145,0.0110231131,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15878,PRECLEARANCE FIELD OFFICE,2020,Marijuana,4,0.13370015889087464,0.294758044294,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15879,PRECLEARANCE FIELD OFFICE,2020,Other Drugs**,4,0.30100035771244027,0.66359140862,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15880,SAN FRANCISCO FIELD OFFICE,2020,Ecstasy,9,0.4693105577343034,1.0346514417922,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15881,SAN FRANCISCO FIELD OFFICE,2020,Fentanyl,2,0.0039000046348123493,0.008598028218,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15882,SAN FRANCISCO FIELD OFFICE,2020,Ketamine,5,15.393018293247819,33.93575598966,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15883,SAN FRANCISCO FIELD OFFICE,2020,Lsd,4,1.6626019758561568,3.665405568012,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15884,SAN FRANCISCO FIELD OFFICE,2020,Marijuana,49,49.671959030752696,109.507794318378,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15885,SAN FRANCISCO FIELD OFFICE,2020,Methamphetamine,5,4.849095762723644,10.6904135004158,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15886,SAN FRANCISCO FIELD OFFICE,2020,Other Drugs**,101,157.49994717482886,347.2275335405712,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15887,SAN JUAN FIELD OFFICE,2020,Cocaine,48,932.201847839872,2055.1508377847385,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15888,SAN JUAN FIELD OFFICE,2020,Marijuana,80,89.83614676235578,198.0545658752248,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15889,SAN JUAN FIELD OFFICE,2020,Methamphetamine,3,0.12178014472498663,0.2684789426636,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15890,SAN JUAN FIELD OFFICE,2020,Other Drugs**,12,1.1177513283491034,2.464216933505,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15891,TAMPA FIELD OFFICE,2020,Marijuana,1,0.11100013191388992,0.24471311082,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15892,TAMPA FIELD OFFICE,2020,Methamphetamine,1,0.0010000011884134228,0.00220462262,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15893,TAMPA FIELD OFFICE,2020,Other Drugs**,11,1.1786014006640602,2.598368219932,2021.0,NOV,Office of Field Operations,Coastal/Interior,Other,11.0,2020-11
15894,BOSTON FIELD OFFICE,2020,Marijuana,8,0.07010008330778093,0.154544045662,2021.0,NOV,Office of Field Operations,Northern Border,Land Only,11.0,2020-11
15895,BUFFALO FIELD OFFICE,2020,Ecstasy,21,0.19770023494933367,0.435853891974,2021.0,NOV,Office of Field Operations,Northern Border,Land Only,11.0,2020-11
15896,BUFFALO FIELD OFFICE,2020,Marijuana,22,211.90303182810808,467.1656620288836,2021.0,NOV,Office of Field Operations,Northern Border,Land Only,11.0,2020-11
15897,BUFFALO FIELD OFFICE,2020,Other Drugs**,89,6.1373072936497,13.530430405726,2021.0,NOV,Office of Field Operations,Northern Border,Land Only,11.0,2020-11
15898,DETROIT FIELD OFFICE,2020,Cocaine,3,0.013360015877203328,0.0294537582032,2021.0,NOV,Office of Field Operations,Northern Border,Land Only,11.0,2020-11
15899,DETROIT FIELD OFFICE,2020,Ecstasy,1,0.012940015378069691,0.0285278167028,2021.0,NOV,Office of Field Operations,Northern Border,Land Only,11.0,2020-11
15900,DETROIT FIELD OFFICE,2020,Heroin,2,0.00757000899628961,0.0166889932334,2021.0,NOV,Office of Field Operations,Northern Border,Land Only,11.0,2020-11
15901,DETROIT FIELD OFFICE,2020,Khat (Catha Edulis),1,0.009440011218622712,0.0208116375328,2021.0,NOV,Office of Field Operations,Northern Border,Land Only,11.0,2020-11
15902,DETROIT FIELD OFFICE,2020,Marijuana,49,906.0965568160307,1997.5985910877573,2021.0,NOV,Office of Field Operations,Northern Border,Land Only,11.0,2020-11
15903,DETROIT FIELD OFFICE,2020,Methamphetamine,3,0.04506005354990879,0.0993402952571999,2021.0,NOV,Office of Field Operations,Northern Border,Land Only,11.0,2020-11
15904,DETROIT FIELD OFFICE,2020,Other Drugs**,11,0.5263306254976368,1.1603590235846,2021.0,NOV,Office of Field Operations,Northern Border,Land Only,11.0,2020-11
15905,SEATTLE FIELD OFFICE,2020,Marijuana,18,0.840660999051628,1.8533380517292,2021.0,NOV,Office of Field Operations,Northern Border,Land Only,11.0,2020-11
15906,SEATTLE FIELD OFFICE,2020,Methamphetamine,1,0.0014400017113153287,0.0031746565728,2021.0,NOV,Office of Field Operations,Northern Border,Land Only,11.0,2020-11
15907,SEATTLE FIELD OFFICE,2020,Other Drugs**,2,0.19064022655913487,0.4202892562767999,2021.0,NOV,Office of Field Operations,Northern Border,Land Only,11.0,2020-11
